Mod:Item:MetaData, Localized Name
sakura:cocktail:39, エッグノッグ
sakura:cocktail:40, スコーピオン
sakura:cocktail:41, モスコー・ミュール
flammpfeil.slashblade:proudsoul:0, 刀の魂片
flammpfeil.slashblade:proudsoul:0, 刀の魂片
flammpfeil.slashblade:proudsoul:1, 刀の魂塊
flammpfeil.slashblade:proudsoul:2, 刀の魂珠
flammpfeil.slashblade:proudsoul:3, 刀の薄魂片
flammpfeil.slashblade:proudsoul:4, 刀の魂晶
flammpfeil.slashblade:proudsoul:5, 揺蕩う刀の魂結晶
flammpfeil.slashblade:proudsoul:2, 刀の魂珠
flammpfeil.slashblade:proudsoul:2, 刀の魂珠
flammpfeil.slashblade:proudsoul:2, 刀の魂珠
flammpfeil.slashblade:proudsoul:2, 刀の魂珠
flammpfeil.slashblade:proudsoul:2, 刀の魂珠
flammpfeil.slashblade:proudsoul:2, 刀の魂珠
flammpfeil.slashblade:proudsoul:2, 刀の魂珠
flammpfeil.slashblade:proudsoul:2, 刀の魂珠
flammpfeil.slashblade:proudsoul:2, 刀の魂珠
flammpfeil.slashblade:proudsoul:2, 刀の魂珠
flammpfeil.slashblade:proudsoul:3, 刀の薄魂片
flammpfeil.slashblade:proudsoul:3, 刀の薄魂片
flammpfeil.slashblade:proudsoul:3, 刀の薄魂片
flammpfeil.slashblade:proudsoul:3, 刀の薄魂片
flammpfeil.slashblade:proudsoul:3, 刀の薄魂片
flammpfeil.slashblade:proudsoul:3, 刀の薄魂片
flammpfeil.slashblade:proudsoul:3, 刀の薄魂片
flammpfeil.slashblade:proudsoul:3, 刀の薄魂片
flammpfeil.slashblade:slashblade, 大太刀「」
flammpfeil.slashblade:slashbladewood, 無銘刀「木偶」
flammpfeil.slashblade:slashbladebamboolight, 無銘刀「竹光」
flammpfeil.slashblade:slashbladesilverbamboolight, 名刀「銀紙竹光」
flammpfeil.slashblade:slashbladewhite, 利刀「白鞘」
flammpfeil.slashblade:slashbladewrapper, 鞘
flammpfeil.slashblade:slashbladenamed, 無銘「無名」
forge:bucketfilled, %s Bucket
storagebox:storagebox:0, Storage Box
appliedenergistics2:quartz_ore, Certus Quartz Ore
appliedenergistics2:charged_quartz_ore, Charged Certus Quartz Ore
appliedenergistics2:matrix_frame, Matrix Frame
appliedenergistics2:quartz_block, Certus Quartz Block
appliedenergistics2:quartz_pillar, Certus Quartz Pillar
appliedenergistics2:chiseled_quartz_block, Chiseled Certus Quartz Block
appliedenergistics2:quartz_glass, Quartz Glass
appliedenergistics2:quartz_vibrant_glass, Vibrant Quartz Glass
appliedenergistics2:quartz_fixture, Charged Quartz Fixture
appliedenergistics2:fluix_block, Fluix Block
appliedenergistics2:sky_stone_block, Sky Stone
appliedenergistics2:smooth_sky_stone_block, Sky Stone Block
appliedenergistics2:sky_stone_brick, Sky Stone Brick
appliedenergistics2:sky_stone_small_brick, Sky Stone Small Brick
appliedenergistics2:sky_stone_chest, Sky Stone Chest
appliedenergistics2:smooth_sky_stone_chest, Sky Stone Block Chest
appliedenergistics2:sky_compass, Meteorite Compass
appliedenergistics2:grindstone, Quartz Grindstone
appliedenergistics2:crank, Wooden Crank
appliedenergistics2:inscriber, Inscriber
appliedenergistics2:wireless_access_point, ME Wireless Access Point
appliedenergistics2:charger, Charger
appliedenergistics2:tiny_tnt, Tiny TNT
appliedenergistics2:security_station, ME Security Terminal
appliedenergistics2:quantum_ring, ME Quantum Ring
appliedenergistics2:quantum_link, ME Quantum Link Chamber
appliedenergistics2:spatial_pylon, Spatial Pylon
appliedenergistics2:spatial_io_port, Spatial IO Port
appliedenergistics2:controller, ME Controller
appliedenergistics2:drive, ME Drive
appliedenergistics2:chest, ME Chest
appliedenergistics2:interface, ME Interface
appliedenergistics2:fluid_interface, ME Fluid Interface
appliedenergistics2:cell_workbench, Cell Workbench
appliedenergistics2:io_port, ME IO Port
appliedenergistics2:condenser, Matter Condenser
appliedenergistics2:energy_acceptor, Energy Acceptor
appliedenergistics2:vibration_chamber, Vibration Chamber
appliedenergistics2:quartz_growth_accelerator, Crystal Growth Accelerator
appliedenergistics2:energy_cell, Energy Cell
appliedenergistics2:dense_energy_cell, Dense Energy Cell
appliedenergistics2:creative_energy_cell, Creative Energy Cell
appliedenergistics2:crafting_unit, Crafting Unit
appliedenergistics2:crafting_accelerator, Crafting Co-Processing Unit
appliedenergistics2:crafting_storage_1k, 1k Crafting Storage
appliedenergistics2:crafting_storage_4k, 4k Crafting Storage
appliedenergistics2:crafting_storage_16k, 16k Crafting Storage
appliedenergistics2:crafting_storage_64k, 64k Crafting Storage
appliedenergistics2:crafting_monitor, Crafting Monitor
appliedenergistics2:molecular_assembler, Molecular Assembler
appliedenergistics2:light_detector, Light Detecting Fixture
appliedenergistics2:paint, tile.appliedenergistics2.paint.name
appliedenergistics2:sky_stone_stairs, Sky Stone Stairs
appliedenergistics2:smooth_sky_stone_stairs, Sky Stone Block Stairs
appliedenergistics2:sky_stone_brick_stairs, Sky Stone Brick Stairs
appliedenergistics2:sky_stone_small_brick_stairs, Sky Stone Small Brick Stairs
appliedenergistics2:fluix_stairs, Fluix Stairs
appliedenergistics2:quartz_stairs, Certus Quartz Stairs
appliedenergistics2:chiseled_quartz_stairs, Chiseled Certus Quartz Stairs
appliedenergistics2:quartz_pillar_stairs, Certus Quartz Pillar Stairs
appliedenergistics2:cable_bus, AE2 Cable and/or Bus
appliedenergistics2:sky_stone_slab:0, Sky Stone Slabs
appliedenergistics2:smooth_sky_stone_slab:0, Sky Stone Block Slabs
appliedenergistics2:sky_stone_brick_slab:0, Sky Stone Brick Slabs
appliedenergistics2:sky_stone_small_brick_slab:0, Sky Stone Small Brick Slabs
appliedenergistics2:fluix_slab:0, Fluix Slabs
appliedenergistics2:quartz_slab:0, Certus Quartz Slabs
appliedenergistics2:chiseled_quartz_slab:0, Chiseled Certus Quartz Slabs
appliedenergistics2:quartz_pillar_slab:0, Certus Quartz Pillar Slabs
appliedenergistics2:certus_quartz_axe, Certus Quartz Axe
appliedenergistics2:certus_quartz_hoe, Certus Quartz Hoe
appliedenergistics2:certus_quartz_spade, Certus Quartz Shovel
appliedenergistics2:certus_quartz_pickaxe, Certus Quartz Pickaxe
appliedenergistics2:certus_quartz_sword, Certus Quartz Sword
appliedenergistics2:certus_quartz_wrench, Certus Quartz Wrench
appliedenergistics2:certus_quartz_cutting_knife, Certus Quartz Cutting Knife
appliedenergistics2:nether_quartz_axe, Nether Quartz Axe
appliedenergistics2:nether_quartz_hoe, Nether Quartz Hoe
appliedenergistics2:nether_quartz_spade, Nether Quartz Shovel
appliedenergistics2:nether_quartz_pickaxe, Nether Quartz Pickaxe
appliedenergistics2:nether_quartz_sword, Nether Quartz Sword
appliedenergistics2:nether_quartz_wrench, Nether Quartz Wrench
appliedenergistics2:nether_quartz_cutting_knife, Nether Quartz Cutting Knife
appliedenergistics2:entropy_manipulator, Entropy Manipulator
appliedenergistics2:wireless_terminal, Wireless Terminal
appliedenergistics2:charged_staff, Charged Staff
appliedenergistics2:matter_cannon, Matter Cannon
appliedenergistics2:portable_cell, Portable Cell
appliedenergistics2:color_applicator, Color Applicator
appliedenergistics2:biometric_card, Biometric Card
appliedenergistics2:memory_card, Memory Card
appliedenergistics2:network_tool, Network Tool
appliedenergistics2:creative_storage_cell, Creative ME Storage Cell
appliedenergistics2:view_cell, View Cell
appliedenergistics2:storage_cell_1k, 1k ME Storage Cell
appliedenergistics2:storage_cell_4k, 4k ME Storage Cell
appliedenergistics2:storage_cell_16k, 16k ME Storage Cell
appliedenergistics2:storage_cell_64k, 64k ME Storage Cell
appliedenergistics2:fluid_storage_cell_1k, 1k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_4k, 4k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_16k, 16k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_64k, 64k ME Fluid Storage Cell
appliedenergistics2:spatial_storage_cell_2_cubed, 2³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_16_cubed, 16³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_128_cubed, 128³ Spatial Storage Cell
appliedenergistics2:facade:0, Cable Facade - 石
appliedenergistics2:facade:0, Cable Facade - 花崗岩
appliedenergistics2:facade:0, Cable Facade - 磨かれた花崗岩
appliedenergistics2:facade:0, Cable Facade - 閃緑岩
appliedenergistics2:facade:0, Cable Facade - 磨かれた閃緑岩
appliedenergistics2:facade:0, Cable Facade - 安山岩
appliedenergistics2:facade:0, Cable Facade - 磨かれた安山岩
appliedenergistics2:facade:0, Cable Facade - 草ブロック
appliedenergistics2:facade:0, Cable Facade - 土
appliedenergistics2:facade:0, Cable Facade - 粗い土
appliedenergistics2:facade:0, Cable Facade - ポドゾル
appliedenergistics2:facade:0, Cable Facade - 丸石
appliedenergistics2:facade:0, Cable Facade - オークの木材
appliedenergistics2:facade:0, Cable Facade - マツの木材
appliedenergistics2:facade:0, Cable Facade - シラカバの木材
appliedenergistics2:facade:0, Cable Facade - ジャングルの木材
appliedenergistics2:facade:0, Cable Facade - アカシアの木材
appliedenergistics2:facade:0, Cable Facade - ダークオークの木材
appliedenergistics2:facade:0, Cable Facade - 岩盤
appliedenergistics2:facade:0, Cable Facade - 砂
appliedenergistics2:facade:0, Cable Facade - 赤い砂
appliedenergistics2:facade:0, Cable Facade - 砂利
appliedenergistics2:facade:0, Cable Facade - 金鉱石
appliedenergistics2:facade:0, Cable Facade - 鉄鉱石
appliedenergistics2:facade:0, Cable Facade - 石炭鉱石
appliedenergistics2:facade:0, Cable Facade - オークの原木
appliedenergistics2:facade:0, Cable Facade - マツの原木
appliedenergistics2:facade:0, Cable Facade - シラカバの原木
appliedenergistics2:facade:0, Cable Facade - ジャングルの原木
appliedenergistics2:facade:0, Cable Facade - オークの葉
appliedenergistics2:facade:0, Cable Facade - マツの葉
appliedenergistics2:facade:0, Cable Facade - シラカバの葉
appliedenergistics2:facade:0, Cable Facade - ジャングルの葉
appliedenergistics2:facade:0, Cable Facade - スポンジ
appliedenergistics2:facade:0, Cable Facade - 濡れたスポンジ
appliedenergistics2:facade:0, Cable Facade - ガラス
appliedenergistics2:facade:0, Cable Facade - ラピスラズリ鉱石
appliedenergistics2:facade:0, Cable Facade - ラピスラズリブロック
appliedenergistics2:facade:0, Cable Facade - 砂岩
appliedenergistics2:facade:0, Cable Facade - 模様入りの砂岩
appliedenergistics2:facade:0, Cable Facade - 滑らかな砂岩
appliedenergistics2:facade:0, Cable Facade - 白色の羊毛
appliedenergistics2:facade:0, Cable Facade - 橙色の羊毛
appliedenergistics2:facade:0, Cable Facade - 赤紫色の羊毛
appliedenergistics2:facade:0, Cable Facade - 空色の羊毛
appliedenergistics2:facade:0, Cable Facade - 黄色の羊毛
appliedenergistics2:facade:0, Cable Facade - 黄緑色の羊毛
appliedenergistics2:facade:0, Cable Facade - 桃色の羊毛
appliedenergistics2:facade:0, Cable Facade - 灰色の羊毛
appliedenergistics2:facade:0, Cable Facade - 薄灰色の羊毛
appliedenergistics2:facade:0, Cable Facade - 青緑色の羊毛
appliedenergistics2:facade:0, Cable Facade - 紫色の羊毛
appliedenergistics2:facade:0, Cable Facade - 青色の羊毛
appliedenergistics2:facade:0, Cable Facade - 茶色の羊毛
appliedenergistics2:facade:0, Cable Facade - 緑色の羊毛
appliedenergistics2:facade:0, Cable Facade - 赤色の羊毛
appliedenergistics2:facade:0, Cable Facade - 黒色の羊毛
appliedenergistics2:facade:0, Cable Facade - 金ブロック
appliedenergistics2:facade:0, Cable Facade - 鉄ブロック
appliedenergistics2:facade:0, Cable Facade - レンガ
appliedenergistics2:facade:0, Cable Facade - TNT
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - 苔むした丸石
appliedenergistics2:facade:0, Cable Facade - 黒曜石
appliedenergistics2:facade:0, Cable Facade - ダイヤモンド鉱石
appliedenergistics2:facade:0, Cable Facade - ダイヤモンドブロック
appliedenergistics2:facade:0, Cable Facade - 作業台
appliedenergistics2:facade:0, Cable Facade - レッドストーン鉱石
appliedenergistics2:facade:0, Cable Facade - 氷
appliedenergistics2:facade:0, Cable Facade - 雪
appliedenergistics2:facade:0, Cable Facade - 粘土
appliedenergistics2:facade:0, Cable Facade - カボチャ
appliedenergistics2:facade:0, Cable Facade - ネザーラック
appliedenergistics2:facade:0, Cable Facade - ソウルサンド
appliedenergistics2:facade:0, Cable Facade - グロウストーン
appliedenergistics2:facade:0, Cable Facade - ジャック・オ・ランタン
appliedenergistics2:facade:0, Cable Facade - 白色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 橙色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 赤紫色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 空色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 黄色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 黄緑色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 桃色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 灰色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 薄灰色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 青緑色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 紫色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 青色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 茶色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 緑色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 赤色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - 黒色の色付きガラス
appliedenergistics2:facade:0, Cable Facade - シルバーフィッシュ入りの石
appliedenergistics2:facade:0, Cable Facade - シルバーフィッシュ入りの丸石
appliedenergistics2:facade:0, Cable Facade - シルバーフィッシュ入りの石レンガ
appliedenergistics2:facade:0, Cable Facade - シルバーフィッシュ入りの苔石レンガ
appliedenergistics2:facade:0, Cable Facade - シルバーフィッシュ入りのひび割れた石レンガ
appliedenergistics2:facade:0, Cable Facade - シルバーフィッシュ入りの模様入りの石レンガ
appliedenergistics2:facade:0, Cable Facade - 石レンガ
appliedenergistics2:facade:0, Cable Facade - 苔むした石レンガ
appliedenergistics2:facade:0, Cable Facade - ひび割れた石レンガ
appliedenergistics2:facade:0, Cable Facade - 模様入りの石レンガ
appliedenergistics2:facade:0, Cable Facade - キノコ
appliedenergistics2:facade:0, Cable Facade - キノコ
appliedenergistics2:facade:0, Cable Facade - スイカ
appliedenergistics2:facade:0, Cable Facade - 菌糸
appliedenergistics2:facade:0, Cable Facade - ネザーレンガ
appliedenergistics2:facade:0, Cable Facade - エンドストーン
appliedenergistics2:facade:0, Cable Facade - レッドストーンランプ
appliedenergistics2:facade:0, Cable Facade - エメラルド鉱石
appliedenergistics2:facade:0, Cable Facade - エメラルドブロック
appliedenergistics2:facade:0, Cable Facade - レッドストーンブロック
appliedenergistics2:facade:0, Cable Facade - ネザークォーツ鉱石
appliedenergistics2:facade:0, Cable Facade - クォーツブロック
appliedenergistics2:facade:0, Cable Facade - 模様入りのクォーツブロック
appliedenergistics2:facade:0, Cable Facade - 柱状のクォーツブロック
appliedenergistics2:facade:0, Cable Facade - 白色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 橙色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 赤紫色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 空色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 黄色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 黄緑色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 桃色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 灰色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 薄灰色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 青緑色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 紫色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 青色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 茶色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 緑色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 赤色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - 黒色のテラコッタ
appliedenergistics2:facade:0, Cable Facade - アカシアの葉
appliedenergistics2:facade:0, Cable Facade - ダークオークの葉
appliedenergistics2:facade:0, Cable Facade - アカシアの原木
appliedenergistics2:facade:0, Cable Facade - ダークオークの原木
appliedenergistics2:facade:0, Cable Facade - Green Slime Block
appliedenergistics2:facade:0, Cable Facade - プリズマリン
appliedenergistics2:facade:0, Cable Facade - プリズマリンレンガ
appliedenergistics2:facade:0, Cable Facade - ダークプリズマリン
appliedenergistics2:facade:0, Cable Facade - シーランタン
appliedenergistics2:facade:0, Cable Facade - 干草の俵
appliedenergistics2:facade:0, Cable Facade - テラコッタ
appliedenergistics2:facade:0, Cable Facade - 石炭ブロック
appliedenergistics2:facade:0, Cable Facade - 氷塊
appliedenergistics2:facade:0, Cable Facade - 赤砂岩
appliedenergistics2:facade:0, Cable Facade - 模様入りの赤砂岩
appliedenergistics2:facade:0, Cable Facade - 滑らかな赤い砂岩
appliedenergistics2:facade:0, Cable Facade - プルプァブロック
appliedenergistics2:facade:0, Cable Facade - プルプァの柱
appliedenergistics2:facade:0, Cable Facade - エンドストーンレンガ
appliedenergistics2:facade:0, Cable Facade - マグマブロック
appliedenergistics2:facade:0, Cable Facade - ネザーウォートブロック
appliedenergistics2:facade:0, Cable Facade - 赤いネザーレンガ
appliedenergistics2:facade:0, Cable Facade - 骨ブロック
appliedenergistics2:facade:0, Cable Facade - オブザーバー
appliedenergistics2:facade:0, Cable Facade - 白色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 橙色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 赤紫色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 空色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 黄色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 黄緑色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 桃色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 灰色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 薄灰色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 青緑色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 紫色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 青色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 茶色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 緑色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 赤色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 黒色の彩釉テラコッタ
appliedenergistics2:facade:0, Cable Facade - 白色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 橙色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 赤紫色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 空色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 黄色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 黄緑色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 桃色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 灰色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 薄灰色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 青緑色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 紫色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 青色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 茶色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 緑色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 赤色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 黒色のコンクリート
appliedenergistics2:facade:0, Cable Facade - 白色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 橙色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 赤紫色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 空色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 黄色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 黄緑色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 桃色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 灰色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 薄灰色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 青緑色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 紫色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 青色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 茶色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 緑色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 赤色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - 黒色のコンクリートパウダー
appliedenergistics2:facade:0, Cable Facade - Compressed Crafting Table
appliedenergistics2:facade:0, Cable Facade - Double Compressed Crafting Table
appliedenergistics2:facade:0, Cable Facade - Neutronium Block
appliedenergistics2:facade:0, Cable Facade - Infinity Block
appliedenergistics2:facade:0, Cable Facade - Crystal Matrix
appliedenergistics2:facade:0, Cable Facade - 豆腐マシン筐体
appliedenergistics2:facade:0, Cable Facade - 絹ごし豆腐ブロック
appliedenergistics2:facade:0, Cable Facade - 木綿豆腐ブロック
appliedenergistics2:facade:0, Cable Facade - 石豆腐ブロック
appliedenergistics2:facade:0, Cable Facade - 鋼豆腐ブロック
appliedenergistics2:facade:0, Cable Facade - 杏仁豆腐ブロック
appliedenergistics2:facade:0, Cable Facade - 玉子豆腐ブロック
appliedenergistics2:facade:0, Cable Facade - 地獄豆腐ブロック
appliedenergistics2:facade:0, Cable Facade - 金剛豆腐ブロック
appliedenergistics2:facade:0, Cable Facade - 焼き豆腐ブロック
appliedenergistics2:facade:0, Cable Facade - 高野豆腐ブロック
appliedenergistics2:facade:0, Cable Facade - ずんだ豆腐ブロック
appliedenergistics2:facade:0, Cable Facade - 豆腐石レンガ
appliedenergistics2:facade:0, Cable Facade - 豆腐ずんだレンガ
appliedenergistics2:facade:0, Cable Facade - 滑らかな豆腐ずんだレンガ
appliedenergistics2:facade:0, Cable Facade - 味噌樽
appliedenergistics2:facade:0, Cable Facade - 豆板醤の樽
appliedenergistics2:facade:0, Cable Facade - 味噌豆腐樽
appliedenergistics2:facade:0, Cable Facade - 強化豆腐石ブロック
appliedenergistics2:facade:0, Cable Facade - 自然の豆腐
appliedenergistics2:facade:0, Cable Facade - ずんだ草ブロック
appliedenergistics2:facade:0, Cable Facade - 豆腐の葉
appliedenergistics2:facade:0, Cable Facade - 杏の葉
appliedenergistics2:facade:0, Cable Facade - 納豆床
appliedenergistics2:facade:0, Cable Facade - 豆腐岩盤
appliedenergistics2:facade:0, Cable Facade - 金剛豆腐鉱石
appliedenergistics2:facade:0, Cable Facade - 豆腐鉱石
appliedenergistics2:facade:0, Cable Facade - Magical Planks
appliedenergistics2:facade:0, Cable Facade - Magical Wood
appliedenergistics2:facade:0, Cable Facade - Diagonal Wood
appliedenergistics2:facade:0, Cable Facade - Angel Block
appliedenergistics2:facade:0, Cable Facade - Cursed Earth
appliedenergistics2:facade:0, Cable Facade - Redstone Clock
appliedenergistics2:facade:0, Cable Facade - Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Double Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Septuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Octuple Compressed Cobblestone
appliedenergistics2:facade:0, Cable Facade - Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Double Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Dirt
appliedenergistics2:facade:0, Cable Facade - Compressed Sand
appliedenergistics2:facade:0, Cable Facade - Double Compressed Sand
appliedenergistics2:facade:0, Cable Facade - Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Double Compressed Gravel
appliedenergistics2:facade:0, Cable Facade - Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Double Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Triple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Quadruple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Quintuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Sextuple Compressed Netherrack
appliedenergistics2:facade:0, Cable Facade - Border Stone
appliedenergistics2:facade:0, Cable Facade - Crossed Stone
appliedenergistics2:facade:0, Cable Facade - Polished Stone
appliedenergistics2:facade:0, Cable Facade - Stoneburnt
appliedenergistics2:facade:0, Cable Facade - Sandy Glass
appliedenergistics2:facade:0, Cable Facade - Truchet
appliedenergistics2:facade:0, Cable Facade - Blue Quartz
appliedenergistics2:facade:0, Cable Facade - Quartzburnt
appliedenergistics2:facade:0, Cable Facade - Rainbow Stone
appliedenergistics2:facade:0, Cable Facade - Thickened Glass
appliedenergistics2:facade:0, Cable Facade - Thickened Glass (Bordered)
appliedenergistics2:facade:0, Cable Facade - Thickened Glass (Patterned)
appliedenergistics2:facade:0, Cable Facade - Dark Glass
appliedenergistics2:facade:0, Cable Facade - Glowing Glass
appliedenergistics2:facade:0, Cable Facade - Redstone Glass
appliedenergistics2:facade:0, Cable Facade - Block of Enchanted Metal
appliedenergistics2:facade:0, Cable Facade - Block of Demon Metal
appliedenergistics2:facade:0, Cable Facade - Block of Evil Infused Iron
appliedenergistics2:facade:0, Cable Facade - Bedrock Bricks
appliedenergistics2:facade:0, Cable Facade - Bedrock Slabs
appliedenergistics2:facade:0, Cable Facade - Bedrock Cobblestone
appliedenergistics2:facade:0, Cable Facade - Ferrous-Juniper Log
appliedenergistics2:facade:0, Cable Facade - Ferrous-Juniper Log
appliedenergistics2:facade:0, Cable Facade - Ferrous-Juniper Planks
appliedenergistics2:facade:0, Cable Facade - Raw Ferrous-Juniper Planks
appliedenergistics2:facade:0, Cable Facade - Elevator
appliedenergistics2:facade:0, Cable Facade - Sponge
appliedenergistics2:facade:0, Cable Facade - Scaffolding
appliedenergistics2:facade:0, Cable Facade - Alumite Block
appliedenergistics2:facade:0, Cable Facade - Invar Block
appliedenergistics2:facade:0, Cable Facade - Osgloglas Block
appliedenergistics2:facade:0, Cable Facade - Osmiridium Block
appliedenergistics2:facade:0, Cable Facade - 砂鉄
appliedenergistics2:facade:0, Cable Facade - 瓦ブロック
appliedenergistics2:facade:0, Cable Facade - 竹の木材
appliedenergistics2:facade:0, Cable Facade - 竹ブロック
appliedenergistics2:facade:0, Cable Facade - 竹炭ブロック
appliedenergistics2:facade:0, Cable Facade - 竹ブロック(日焼け)
appliedenergistics2:facade:0, Cable Facade - ワラブロック
appliedenergistics2:facade:0, Cable Facade - 畳(日焼け)
appliedenergistics2:facade:0, Cable Facade - 畳
appliedenergistics2:facade:0, Cable Facade - 縁無し畳(日焼け)
appliedenergistics2:facade:0, Cable Facade - 縁無し畳
appliedenergistics2:facade:0, Cable Facade - 赤色のカエデの葉
appliedenergistics2:facade:0, Cable Facade - 黄色のカエデの葉
appliedenergistics2:facade:0, Cable Facade - 橙色のカエデの葉
appliedenergistics2:facade:0, Cable Facade - 緑色のカエデの葉
appliedenergistics2:facade:0, Cable Facade - カエデの原木
